release_date,title,lyrics
2018,​make up," I like to fuck with you just to make up with you 'Cause the way you be screamin’ my name Make me wanna make love to you I might break up with you just to make up with you At the end of the day, boy You know that I'm 'bout to wake up with you   I love it when we make up  Go ’head, ruin my makeup  I love it when we make up  Go 'head, ruin my makeup    My energy and attitude don't really coincide I'm stayin' mad all day so we can let it out tonight Bring you to the bed where we can really make it right Sorry-in-a-box so when it pops, surprise, surprise   I love it when we make up  Go 'head, ruin my makeup  I love it when we make up  Go 'head, ruin my makeup    Promise me that when you kiss my lips, you'll make it stick That’s the way to shut me up after an argument No eyeliner on, but looking at you is the fix Highlight of my life, just like that Fenty Beauty kit Boy, you know what it is   I love it when we make up  Go ’head, ruin my makeup  I love it when we make up  Go 'head, ruin my makeup    Let me stay in my bag ’cause I like when you mad It's a mood, it's a vibe, it's a look, it’s a match Attitude, dream of mine  When you say that I'm right  And I find that it works every time   And I love it when we make up   Go 'head, ruin my makeup   I love it when we make up   Go 'head, ruin my makeup     Yeah-yeah, yeah-yeah, yeah-yeah Oh no, yeah-yeah, yeah-yeah Mmm, yeah-yeah, yeah-yeah, yeah-yeah, uh-huh"
2018,Problem," Uh-huh! It's Iggy Iggs! I got one more problem with you girl, hey!    Hey baby, even though I hate ya, I wanna love ya  And even though I can't forgive ya, I really want to  Tell me, tell me, baby, why can't you leave me? 'Cause even though I shouldn't want it, I gotta have it    Head in the clouds Got no weight on my shoulders I should be wiser, and realize that I've got   One less problem without ya I got one less problem without ya I got one less problem without ya I got one less, one less problem One less problem without ya I got one less problem without ya I got one less problem without ya I got one less, one less problem   I know you're never gonna wake up, I gotta give up  I know I shouldn't ever call back or let you come back  Every time you touch me and say you love me I get a little bit breathless, I shouldn't want it    Head in the clouds Got no weight on my shoulders I should be wiser, and realize that I've got   One less problem without ya I got one less problem without ya I got one less problem without ya I got one less, one less problem One less problem without ya I got one less problem without ya  I got one less problem without ya  I got one less, one less problem   It's Iggy Iggs! Uh, what you got? Smart money bettin' I'll be better off without you In no time I'll be forgettin' all about you You sayin' that you know, but I really, really doubt you Understand my life is easy when I ain't around you Iggy Iggy, too biggie to be here stressin' I'm thinkin' I love the thought of you more than I love your presence And the best thing now is probably for you to exit I let you go, let you back, I finally learned my lesson No half-steppin', either you want it or you just playin' I'm listenin' to you knowin' I can't believe what you sayin' There's a million you's baby boo, so don't be dumb I got 99 problems but you won't be one, like what   Mmm, nah, one less, one less problem Mmm, yeah, one less, one less problem   Head in the clouds Got no weight on my shoulders I should be wiser, and realize that I've got   One less problem without ya  I got one less problem without ya  I got one less problem without ya  I got one less, one less problem  One less problem without ya  I got one less problem without ya  I got one less problem without ya I got one less, one less problem, problem, baby One less problem without ya  I got one less problem without ya  I got one less problem without ya  I got one less, one less problem, yeah "
2018,​everytime," Back to you, back to you, back to you Back to you, back to you, back to you I go back to you, back to you, back to you everytime   I get tired of your no-shows You get tired of my control  They keep telling me to let go But I don't really let go when I say so  I keep giving people blank stares  I'm so different when you're not there  It's like something out of Shakespeare Because I'm really not here when you're not there   I've tried to fight our energy But every time I think I'm free    You get high and call on the regular I get weak and fall like a teenager Why, oh why does God keep bringing me back to you? I get drunk, pretend that I'm over it Self-destruct, show up like an idiot Why, oh why does God keep bringing me back to you?   I go back to you, back to you, back to you Back to you, back to you, back to you I go back to you, back to you, back to you everytime   Just when I get on a new wave  Boy, you look at me and I slip outta my lace They keep calling me a head-case 'Cause I can't make a good case why we can't change   I've tried to fight our energy  But every time I think I'm free    You get high and call on the regular I get weak and fall like a teenager Why, oh why does God keep bringing me  back to you?  I get drunk, pretend that I'm over it Self-destruct, show up like an idiot Why, oh why does God keep bringing me back to you?   I go back to you, back to you, back to you  Back to you, back to you, back to you  I go back to you, back to you, back to you everytime  I go back to you, back to you, back to you  Back to you, back to you, back to you I go back to you, back to you, back to you everytime"
2018,Focus," Hey I know what I came to do And that ain't gonna change So go ahead and talk your talk 'Cause I won't take the bait I'm over here doin' what I like I'm over here workin' day and night And if my real ain't real enough I'm sorry for you, bae   Let's find a light inside our universe now Where ain't nobody keep on holdin' us down Just come and get it, let them say what they say 'Cause I'm about to put them all away, woo   Focus on me, f-f-focus on me, woo Focus on me, f-f-focus on me, woo Focus on me , f-f-focus on me, woo  Focus on me , f-f-focus on me, woo    I can tell you're curious It's written on your lips Ain't no need to hold it back Go 'head and talk your shit  I know you're hopin' that I'll react I know you're hopin' I'm lookin' back But if my real ain't real enough Then I don't know what is    Let's find a light inside our universe now  Where ain't nobody keep on holding us down  Just come and get it, let them say what they say  'Cause I'm about to put them all away, woo   Focus on me , f-f-focus on me, woo  Focus on me , f-f-focus on me, woo Focus on me , f-f-focus on me, woo  Focus on me , f-f-focus on me, woo    One, two, three, c'mon girls  You know I like it   Come on, now, now  Oh, woah, hey   Let's find a light inside our universe now Where ain't nobody keep on holding us down  Just come and get it, let them say what they say  'Cause I'm about to put them all away, no   Focus on me   , f-f-focus on me, woo  Focus on me , f-f-focus on me, woo  Focus on me  , f-f-focus on me, woo   Focus on me  , f-f-focus on me, woo   Focus on me , f-f-focus on me , woo Focus on me  , f-f-focus on me , woo Focus on me  , f-f-focus on me, woo  Focus on me  , f-f-focus on me, woo  "
2018,Everyday," Anytime I'm alone, I can't help thinking about you All I want, all I need, all I see is just me and you   He giving me that good shit That make me not quit, that good shit He giving me that good shit That make me not quit, that good shit   Oh, he give it to me Every day, every day, every day, every He give it to me Every day, every day, every day, every Oh, he give it to me Every day, every day, every day, every He give it to me Every day, every day, every day, every   Anytime, anywhere, baby boy, I can misbehave Breathe me in, breathe me out, feel me, I'm Running through your veins   He giving me that good shit That make me not quit, that good shit He giving me that good shit That make me not quit, that good shit   Oh, he give it to me Every day, every day, every day, every He give it to me Every day, every day, every day, every Oh, he give it to me Every day, every day, every day, every He give it to me Every day, every day, every day, every   He make me go.... La, la, la, la, la, la, la, la, la, la, la, la La, la, la, la, la, la, la, la Every day, every La, la, la, la, la, la, la, la, la, la, la, la La, la, la, la, la, la, la, la Every day, every   I put that work on you every day When the night fall 'til the sun come up  You done fell in love with a bad guy  I don't compromise my passion  You know what you do for me, I'm doing the same for you I don't be trippin' or makin' mistakes I made too many in my past  I fight for the things you believe in I got your body and put it in drive, baby Like I got keys in  We 'bout to take us a vacation I'm 'bout to put all this vintage lovin' on you Baby, like it was the late 80s When you ride on me, baby, rotate it   He giving me that good shit  That make me not quit, that good shit    Oh, he give it to me Every day, every day, every day, every He give it to me Every day, every day, every day, every Oh, he give it to me  Every day, every day, every day, every He give it to me  Every day, every day, every day, every   He make me go.... La, la, la, la, la, la, la, la, la, la, la, la La, la, la, la, la, la, la, la Every day, every La, la, la, la, la, la, la, la, la, la, la, la La, la, la, la, la, la, la, la Every day, every  ] Give it to me, to me  Oh, he give it to me every day "
2018,Moonlight," The sun is setting and you're right here by my side And the movie's playing, but we won't be watching tonight Every look , every touch  Makes me wanna give you my heart I be crushin' on you, baby Stay right where you are 'cause   I never knew, I never knew You could hold moonlight in your hands 'Til the night I held you You are my moonlight, moonlight   I kiss his fingertips as I'm wishing he's all mine He's giving me Elvis with some James Dean in his eyes Puts his lips  on my neck  Makes me want to give him my body I be fallin' for you, baby, and I just can't stop, 'cause   I never knew, I never knew You could hold moonlight in your hands 'Til the night I held you You are my moonlight, moonlight  You are my moonlight, moonlight   He's so bossy, he makes me dance Tryna sit in the back of his whip and just cancel my plans Sweet like candy, but he's such a man He knows just what it does when he’s holding me tight And he calls me ""moonlight"" too"
2018,​raindrops (an angel cried)," When raindrops fell down from the sky The day you left me, an angel cried Oh, she cried An angel cried, she cried"
2018,Be Alright," Midnight shadows When finding love is a battle But daylight is so close So don't you worry 'bout a thing   We're gonna be alright We're gonna be alright We're gonna be alright   Baby, don't you know? All of them tears gon' come and go Baby, you just gotta make up your mind That every little thing is gonna be alright Baby, don't you know? All of them tears gon' come and go Baby, you just gotta make up your mind We decide it   We're gonna be alright We're gonna be alright We're gonna be alright   In slow motion Can't seem to get where we're going But the hard times are golden 'Cause they all lead to better days   We're gonna be alright We're gonna be alright We're gonna be alright   Baby, don't you know? All of them tears gon' come and go Baby, you just gotta make up your mind That every little thing is gonna be alright Baby, don't you know? All of them tears gon' come and go Baby, you just gotta make up your mind We decide it   We're gonna be alright We're gonna be alright, ooh, baby We're gonna be alright We're gonna be alright"
2018,​successful," Yeah, yee, mmm, oh, eh Yeah, ooh, ooh, yee!   I just got some real good news from work, boy  You can't imagine what I'm 'bout to say  It's so hard to hold back, baby  I'm so excited, I can hardly wait  Listen, bae   Tonight, I'm a baller, babe  Even way beneath it, yeah, oh, woah  What else is there to say, boy?  Say, bae, you should play with me, babe   Yeah, it feels so good to be so young And have this fun and be successful  I'm so successful, yeah And, girl, you too, you are so young And beautiful and so successful, yeah I'm so successful   This ain't nothing ordinary for me  We ain't goin' to your favorite place  You keep asking, ""What is so special?""  You really wanna know? You'll have to wait    Tonight, I'm a baller, babe  Even way beneath it, yeah  What else is there to say, boy?  Say, bae, you should play with me, babe, yee!   Yeah, it feels so good to be so young And have this fun and be successful   I'm so successful And, girl, you too, you are so  young And beautiful and so successful, yeah I'm so successful, yeah, yeah   Let me put my hands over your eyes  Boy, are you ready for your surprise?  Mmm ah, oh, I'ma give it to ya  Mmm ah, oh, I'ma give it to ya  Do you like it, babe?  Does it give you chills?  Does it make you feel?    Oh, oh, oh, woah Tonight, I'm a baller, babe  Even way beneath it  What else is there to say, boy?  Say, bae, you should play with me, babe, yeah   Yeah, it feels so good to be so young And have this fun and be successful I'm so successful, yeah And, girl, you too, you are so young And beautiful and so successful, yeah I'm so successful, yeah, yeah"
2018,Best Mistake," How soon do we forget how we felt Dealing with emotions that never left Playing with the hand that we were dealt in this game Maybe I'm the sinner and you're the saint Gotta stop pretending what we ain't Why we pointing fingers anyway when we're the same?   Break up, make up Total waste of time Can we please make up our minds and stop acting like we’re blind?  'Cause if the water dries up and the moon stops shining Stars fall, and the world goes blind Boy, you know I'll be savin' my love for you, for you  ] 'Cause you're the best mistake I've ever made But we hold on, mm, hold on There's no pot of gold in the rainbows we chase But we hold on , mm, hold on, eh    I guess time's wasting Tick-tocking, lip locking How can we keep the feelings fresh? How do we zip lock it? Wear your heart up on your sleeve So watch out for pickpockets I guess to go the distance we might need to pit stop it Hold up, I know love can be a beach with no shore I done count to ten, lost my temper and went back to four I know sometimes it's hard to realize I'm the man that you need I had a dream we branched out, started a family tree, huh And I feel like that everything we do is overdue You asked why I love your mom so much, 'cause she's a older you I wish that you were happy I guess that's the one thing I should be providing Ain't no number twos We both ones of ones, and we the oddest couple Only humans, 'cept you, you a goddess Only lying to you when I lie you down, just being honest When you start as friends, it's hard to say you're never going back If I'm not the one, then I'm the best mistake you ever had   Break up, make up Total waste of time Can we please make up our minds and stop acting like we’re blind? 'Cause if the water dries up and the moon stops shining Stars fall, and the world goes blind Boy, you know I'll be savin' my love for you, for you   'Cause you're the best mistake I've ever made But we hold on, mm, hold on There's no pot of gold in the rainbows we chase But we hold on, mm, hold on, eh   You, you, you, you I'll be savin' my love for you, for you  You, you, you, you  I'll be savin' my love for you, for you"
2018,Break Free,"   If you want it, take it I should've said it before Tried to hide it, fake it I can't pretend anymore   I only wanna die alive Never by the hands of a broken heart I don't wanna hear you lie tonight Now that I've become who I really am   This is the part when I say I don't want ya I'm stronger than I've been before This is the part when I break free 'Cause I can't resist it no more This is the part when I say I don't want ya I'm stronger than I've been before This is the part when I break free 'Cause I can't resist it no more   You were better, deeper I was under your spell, yeah Like a deadly fever, yeah, babe On the highway to hell, yeah   I only wanna die alive Never by the hands of a broken heart I don't wanna hear you lie tonight Now that I've become who I really am   This is the part when I say I don't want ya I'm stronger than I've been before This is the part when I break free 'Cause I can't resist it no more This is the part when I say I don't want ya I'm stronger than I've been before This is the part when I break free 'Cause I can't resist it no more   No more, baby Ooh-ooh-ooh Thought of your body, I came alive It was lethal, it was fatal In my dreams, it felt so right But I woke up every time Ooh, baby   This is the part when I say I don't want ya I'm stronger than I've been before  This is the part when I break free 'Cause I can't resist it no more This is  the part when I say I don't want ya I'm stronger than I've been before This is the part when I break free 'Cause I can't resist it no more"
2018,​borderline," Let's go! Baby, I just want you to be mine Won’t you give me a bit of your time? Oh, whoa Chasin' you, no, I won't stop tryin’ Just meet me at the borderline    You play hard-to-get But I know you want me, too Ain't out here looking for other dudes So I'ma keep it tight for you   You know I'm the wifey type, babe You know I be one of a kind, oh whoa Once you tastin' my ice cream, I bet you won't ever leave I know it's hard to believe Boy, you got me all on my knees  Quit playin' too hard for me  Stop playing, too hard for me   Baby, I just want you to be mine Won’t you give me a bit o’ your time? Oh, whoa Chasin' you, no, I won’t stop tryin' Just meet me at the borderline   Seems like I'm comin' on strong But I don’t want this time to pass I know you got a lot of chicks hollerin' at you But I bet they cannot last   You know I'm the wifey type, babe You know I be one of a kind, oh whoa  Once you tastin' my ice cream, I bet you won't ever leave I know it's hard to believe Boy, you got me all on my knees  Quit playin' too hard for me  Stop playing, too hard for me   Baby, I just want you to be mine Won't you give me a bit of your time? Oh, whoa Chasin' you, no, I won't stop tryin' Just meet me at the borderline   Uh, I'm like, you got me so on a chase Got me feeling so out of place Think 'bout you all of my days Wish you'd chew on me like fresh grapes Not tryna cuff you or crowd your space I'm tryna find cute words just to say ""Dang, you fine, and look at that face"" At the borderline, beside me, you lay   Baby, I just want you to be mine Won't you give me a bit of your time? Oh, whoa Chasin' you, no, I won't stop tryin' Just meet me at the borderline"
2018,My Everything," I cried enough tears to see my own reflection in them And then it was clear I can't deny I really miss it To think that I was wrong I guess you don't know what you got 'til it's gone Pain is just a consequence of love I'm saying sorry for the sake of us   He wasn't my everything 'til we were nothing And it's taking me a lot to say Now that he's gone, my heart is missing something So it's time I push my pride away 'Cause you are, you are You are my everything You are, you are You are my everything   I know you're not far, but I still can't handle all the distance You're travelling with my heart I hope this is a temporary feeling 'Cause it's too much to bear without you And I know ""sorry"" ain't the cure If I cross your mind, just know I'm yours 'Cause what we got is worth fighting for 'Cause you are   You weren't my everything 'til we were nothing And it's taking me a lot to say Now that you're gone, my heart is missing something So it's time I push my pride away You are, you are You are my everything You are, you are You are my everything   Ooh, hmm, ha, yeah You are, you are, you are, ooh You are, you are, you are My everything"
2018,Touch It," How do I make the phone ring? Why do I even care? How are you all around me, when you're not really there?  When you're not really there?  How do I feel you on me, when you're not on my skin? Why do you say you want me, then tell me you're not coming in? Ah, yeah, baby, just come on in    'Cause every time I'm with you, I go into a zone And I remember all the places you wanna go Take me all the way  Ain't nobody gonna touch it, touch it, touch it 'Cause every time I see you, I don't wanna behave I'm tired of being patient, so let's pick up the pace Take me all the way  Ain't nobody gonna touch it, touch it, touch it   How do you know I'm breathing, when I'm holding my breath? Why don't we face the danger, just for the night and forget?  Baby, let's just forget  Remind me why we're taking a break It's obviously insane 'Cause we both know what we want So why don't we fall in love? Baby, let's fall in love, oh-oh   'Cause every time I'm with you, I go into a zone And I remember all the places you wanna go Take me all the way  Ain't nobody gonna touch it, touch it, touch it 'Cause every time I see you, I don't wanna behave I'm tired of being patient, so let's pick up the pace Take me all the way  Ain't nobody gonna touch it, touch it, touch it   Oh, ain't nobody gonna, touch it, touch it, touch it Baby, ain't nobody gonna, touch it, touch it, touch it  Baby, ain't nobody gonna, touch it, touch it, touch it  Ain't nobody gonna touch it    Remind me why we're taking a break It's obviously insane 'Cause we both know what we want So why don't we fall in love? Baby, let's be in love   'Cause every time I'm with you  I go into a zone And I remember all the places you wanna go  Take me all the way   No, ain't nobody gonna touch it, touch it, touch it   'Cause every time I see you, I don't wanna behave  I'm tired of being patient, so let's pick up the pace  Take me all the way   Ain't nobody gonna touch it, touch it, touch it     Baby, ain't nobody gonna  Baby, ain't nobody gonna   Baby, ain't nobody gonna  "
2018,Right There," Ooh-ooh  Then put your hands up   Then put your hands up     You got it, you got it, babe  You got it, you got it, babe  You got it, you got it, babe  You got it, you got it, babe   Okay, this, this, this for my number one girl who got the top spot title Spent a hour in the bathroom, walked out looking like a model God, doing what you do, got me right there with Apollo on the moon Who needs genies in a bottle, girl, if they already got you?  Boy, you make me feel so lucky Finally the stars align Never has it been so easy to be in love And to give you this heart of mine   You know what I need  I know what you like  Put it all together, baby, we could be alright  How could this be wrong when it feels so right? Yeah, I really love you I really love you, oh And I'll never let you go   You should know I'm never gonna change I'm always gonna stay You call for me, I'm right there  Right there  'Cause you listen and you care You're so different No one compares And if you never change, I'm gonna stay right there I'll always be right there   You got it, you got it, babe   You got it, you got it, babe, yeah   And I get butterflies, just thinking About you boy, you're on my mind  Sometimes I catch myself daydreaming Lost in your eyes and I lose all track of time    You know what I need  I know what you like  Put it all together, baby, we could be alright  How can this be wrong when it feels so right? Yeah, I really need you I really love you, oh And I'll never let you go, oh   You should know I'm never gonna change I'm always gonna stay You call for me, I'm right there  Right there  'Cause you listen and you care You're so different No one compares And if you never change, I’m gonna stay right there  I'll always be right there    Now, if all fell through, would you catch me before the pavement?  If my Benz turned back to Public Transportation , would you still be at home for me with the candles waiting  And get my mind back adjacent to the place of a young visionary? A player too, you know I have some girls missionary  My black book and numbers thicker than the dictionary and Bible I got it recycled I love and I like you Five course meals, even though you don’t mind a drive-thru That's why I got you And I’ll never let you go    You should know  I'm never gonna change   I'm always gonna stay   You call for me, I'm right there  Right there  'Cause you listen and you care You're so different No one compares  And if you never change, I'm gonna stay right there  I'll always be right there  I'll always be right there     You got it I'll always  be right there  I'll always be right there You got it, you got it, babe   You got it, you got it, babe   You got it, you got it, babe   You got it, you got it, babe Got it babe"
2018,​blazed," There is somethin' between us, I can see it right now Your magnetic demeanor, that’s something can't be found I thought that I was dreamin' ’til my love came around Now I just come on over, show you how we get down Shawty, you can get blazed   I can't believe that you are here, I can't believe it's happening What are the odds that you'd appear? The universe so vast to me Seven billion is on the Earth Could've been anywhere, but you're here with me Should I play Lotto? What's it worth? I must be on, so clear to me   Once I have you, I will never let you, never let you Once I have you, I will never let you, never let you go Never let you, never let you go Never let you, never let you go Never let you, never let you go Never let you   There is somethin’ between us, I can see it right now Your magnetic demeanor, that’s something can't be found I thought that I was dreamin’ 'til my love came around Now I just come on over, show you how we get down Shawty, you can get blazed   Look at you, love, you are the same You have a light you cannot hide Yes, you may have a different face But your soul is the same inside I don't care who is listening 'Cause they be making fun of this on TV They wouldn’t laugh if they were inside my past life With you and they were me   Once I have you, I will never let you, never let you Once I have you, I will never let you, never let you go Never let you, never let you go Never let you, never let you go, oh Never let you, never let you go, yeah Never let you   Don't think that it cannot happen, 'cause it can Shawty, you can get blazed Sleep if you want, and wake up in love again Shawty, you can get blazed   Once I have you, I will never let you, never let you Once I have you, I will never let you, never let you go  Never let you, never let you go Never let you, never let you go Never let you, never let you go Never let you"
2018,Greedy," Greedy, ooh You know that I'm greedy for love   Boy, you give me feelings never felt before  I'm making it obvious by knocking at your door I know that I'm coming tonight  You know I'm coming tonight  Don't want to deny it anymore    Been in this state of mind Been in this state of mind  Been in this state of mind all night   Baby, you got lucky, 'cause you're rocking with the best And I'm greedy 'Cause I'm so greedy 'Cause I'm so I ain't talking money, I'm just physically obsessed And I'm greedy 'Cause I'm so greedy 'Cause I'm so greedy, ooh You know that I'm greedy for love You know that I'm greedy for love 'Cause I'm so greedy, ooh You know that I'm greedy for love You know that I'm greedy for love 'Cause I'm so    I don't need a phone call  Got nothing to say I'ma tell you when it's over  Got no games to play You know that I'm coming tonight I know I'm coming tonight  I just need to get this out the way, oh baby    Been in this state of mind Been in this state of mind  Been in this state of mind all night   Baby, you got lucky, 'cause you're rocking with the best And I'm greedy 'Cause I'm so greedy 'Cause I'm so I ain't talking money, I'm just physically obsessed And I'm greedy 'Cause I'm so greedy 'Cause I'm so  greedy, ooh You know that I'm greedy for love You know that I'm greedy for love 'Cause I'm so greedy, ooh  You know that I'm greedy for love You know that I'm greedy for love 'Cause I'm so   Greedy, I'm greedy, I'm greedy, I'm greedy I'm greedy, I'm greedy, I'm greedy, I'm greedy for love  Greedy, I'm greedy, I'm greedy, I'm greedy I'm greedy, I'm greedy, I'm greedy, I'm greedy for love    Baby, you got lucky, 'cause you're rocking with the best And I'm greedy 'Cause I'm so greedy  'Cause I'm so I ain't talking money, I'm just physically obsessed And I'm greedy 'Cause I'm so greedy  'Cause I'm so greedy, ooh You know that I'm greedy for love You know that I'm greedy for love 'Cause I'm so greedy, ooh  You know that I'm greedy for love  You know that I'm greedy for love  'Cause I'm so greedy, ooh You know that I'm greedy for love  You know that I'm greedy for love  'Cause I'm so greedy, ooh You know that I'm greedy for love  You know that I'm greedy for love 'Cause I'm so"
2018,Thinking Bout You," Oh, yeah, yeah Ah, ah   I've been thinkin' bout you Yeah, I've been missing you Where the hell are you Oh, when I need you? I could still hear your voice I ain't got no choice 'Cause I'm here all alone I know I can't wait 'til you get home   Oh, I don't have you here with me But at least I have the memory I try to make it through the night But I can't control my mind   I'm just thinkin' 'bout you I'm thinkin' 'bout you, I'm thinkin' 'bout you I'm just thinkin' 'bout you I'm thinkin' 'bout you, I'm thinkin' 'bout you   Got these thoughts in my head Ain't no way to forget Got me losing my breath Nobody got me the way that you did Had my eyes rolling back Had me arching my back Now you love me so good I wish you would hurry up and come back   Oh, I don't have you here with me But at least I have the memory I try to make it through the night But I can't control my mind   I'm just thinkin' 'bout you I'm thinkin' 'bout you, I'm thinkin' 'bout you  I'm just thinkin' 'bout you  I'm thinkin' 'bout you, I'm thinkin' 'bout you  I'm just thinkin' 'bout you I'm thinkin' 'bout you, I'm thinkin' 'bout you    Baby, I don't want no one, no one else So hurry, 'cause I need some, need some, need some help And I've been waiting patient, patiently 'Cause I don't have you here with, here with, here with me But at least I have the memory   I'm just thinkin' 'bout you  I'm thinkin' 'bout you, I'm thinkin' 'bout you  I'm just thinkin' 'bout you I'm thinkin' 'bout you, I'm thinkin' 'bout you  I'm just thinkin' 'bout you  I'm thinkin' 'bout you, I'm thinkin' 'bout you"
2018,Sometimes," La, la, la, la, la, la, la La, la, la, la, la, la, la La, la, la, la, la, la, la La, la, la, la, la, la, la   I've never been so caught up Still so into us I never thought I'd be here Should've turned to dust Ooh, let's be honest, baby This is so unusual Ooh, I'm not tempted, baby Even if they're beautiful   I used to be cautious A little too reckless Now all my emotions Are all 'cause of you   I ain't even think of leaving sometimes I ain't even think of letting go I ain't ever thought of going nowhere I don't even see it down the road 'Cause we're collectin' moments Tattoos on my mind I ain't even think of leaving sometimes I ain't even think of letting go Not even sometimes   La, la, la, la, la, la, la La, la, la, la, la, la, la La, la, la, la, la, la, la La, la, la, la, la, la, la   Ooh, let's be honest, baby This is so unusual Ooh, I'm not tempted, baby Even if they're beautiful   It used to be easy For someone to steal me Now all my emotions Are all 'cause of you, boy   I ain't even think of leaving sometimes I ain't even think of letting go I ain't ever thought of going nowhere I don't even see it down the road 'Cause we're collectin' moments Tattoos on my mind I ain't even think of leaving sometimes I ain't even think of letting go Not even sometimes, babe   I don't know, I don't know, I don't know Why it never worked, but it's going to now You don't know, you don't know, you don't know What it does to me when I feel you around Is it love? Is it lust? Is it fear? But it's hard to breathe when you're touching me there Hard to breathe when you're kissing me there Hard to breathe when you're not here   I ain't even think of leaving sometimes I ain't even think of letting go I ain't ever thought of going nowhere I don't even see it down the road 'Cause we're collectin' moments Tattoos on my mind I ain't even think of leaving sometimes I ain't even think of letting go Not even sometimes La, la, la, la, la, la, la La, la, la, la, la, la, la Not even sometimes La, la, la, la, la, la, la La, la, la, la, la, la, la 'Cause we're collectin' moments Tattoos on my mind I ain't even think of leaving sometimes I ain't even think of letting go  Not even sometimes   La, la, la, la, la, la, la Not even sometimes Not even sometimes La, la, la, la, la, la, la La, la, la, la, la, la, la"
2018,Leave Me Lonely," Dangerous love You're no good for me, darling Yeah, you turn me away Like I'm begging for a dollar Danger, oh, how you hold me I get a chill inside And nothing frightens me, baby, more   Is it love when so easily you said goodbye? Is it love when we've given up before we tried? Is it love when you stole my peace of mind? Is it love when you cry, and cry and cry?   So when you walk out that door Don't you come back no more My heart has had enough of the give and take And as much as I want you to stay   You're a dangerous love Maybe you're no good for me, darling Cause if you're gonna love me and leave me hanging here Then I'd rather you leave me lonely Even though it hurts Ooh, you're a dangerous love, oh   Dangerous love You're no good for me, darling Yeah, you turn me away Like I'm begging for a dollar Danger, oh, how you hold me I get a chill inside And nothing frightens me, baby, more   So when you walk out that door Don't you come back no more My heart has had enough of the give and take And as much as I want you to stay   You're a dangerous love Maybe you're no good for me, darling Cause if you're gonna love me and leave me hanging here Then I'd rather you leave, leave me lonely Even though it hurts You're a dangerous love, baby   Dangerous love You're no good for me, darling Yeah, you turn me away Like I'm begging for a dollar Danger, oh, how you hold me I get a chill inside And nothing frightens me, baby, more"
2018,I Don’t Care," Used to cry 'bout some crazy shit before I used to feel so obligated to be so much more I used to let some people tell me how to live and what to be But if I can't be me, the fuck's the point? No…   I don't care about it anymore, oh I don't care about it anymore   Now I laugh about the things that used to be important to me Used to have a hold on me, used to have a hold on me Like what do you think, and what he thinks, and what they think But I love me   I don't care about it anymore, oh I don't care about it anymore   Yeah I-I-I… I-I-I don't care about it anymore I-I-I don't care about it anymore"
2018,Honeymoon Avenue," It's The Rascals!   I looked in my rear view mirror And it seemed to make a lot more sense Than what I see ahead of us, ahead of us I'm ready to make that turn Before we both crash and burn 'Cause that can be the death of us, the death of us   Baby, you know how to drive in rain And you decided not to make a change Stuck in the same old lane Going the wrong way home   I feel like my heart is stuck in bumper-to-bumper traffic I'm under pressure 'cause I can't have you the way that I want Let's just go back to the way it was When we were on Honeymoon Avenue Honeymoon Avenue, baby Coasting like crazy Can we get back to the way it was?   Hey, what happened to the butterflies? Guess they encountered that stop sign And my heart is at a yellow light, a yellow light Hey, right when I think that we've found it Well, that's when we start turning around You're saying, ""Baby, don't worry"" But we're still going the wrong way   Baby, you know how to drive in rain And you decided not to make a change Stuck in the same old lane Going the wrong way home   I feel like my heart is stuck in bumper-to-bumper traffic I'm under pressure 'cause I can't have you the way that I want Let's just go back to the way it was When we were on Honeymoon Avenue Honeymoon Avenue, baby Coasting like crazy Can we get back to the way it was?   They say only fools fall in love Well, they must've been talking about us Sometimes I feel like I've been here before I could be wrong, but I know I'm right We're gonna be lost if we continue to fight Honey, I know that we can find our way home   I feel like my heart is stuck in bumper-to-bumper traffic I'm under pressure 'cause I can't have you the way that I want Let's just go back to the way it was When we were on Honeymoon Avenue Honeymoon Avenue, my baby Coasting like crazy Can we get back to the way it was? When we were on Honeymoon Avenue Honeymoon Avenue, baby Coasting like crazy Can we get back to the way it was?   Baby, you know how to drive in rain And you decided not to make a change Stuck in the same old lane Going the wrong way home   I feel like my heart is stuck in… traffic I'm under… pressure, pressure Let's just go back to the way it was When we were on…  Let's just go back, back, back"
